ID,Year,Make,Model,Trim,Unique_ID,Horsepower,Torque,City MPG,Highway MPG,Driveline,Transmission,Hybrid,Fuel Type
CAR003261,2000,Honda,CR-Z,Platinum,Honda_CR-Z_2000_Platinum,244,232,33,33,FWD,CVT,No,Gasoline
CAR003262,1996,Mercedes-Benz,E-Class,Exclusive,Mercedes-Benz_E-Class_1996_Exclusive,421,600,22,29,RWD,Manual,No,Gasoline
CAR003263,2021,BMW,4 Series,Performance,BMW_4 Series_2021_Performance,595,466,26,22,AWD,Automatic,No,Gasoline
CAR003264,1997,Audi,Q7,GT,Audi_Q7_1997_GT,393,406,15,16,RWD,Automatic,No,Gasoline
CAR003265,2015,Nissan,Ariya,Signature,Nissan_Ariya_2015_Signature,135,382,20,34,4WD,Dual-Clutch,No,Gasoline
CAR003266,2007,BMW,1 Series,First Edition,BMW_1 Series_2007_First Edition,398,407,23,34,AWD,Automatic,No,Gasoline
CAR003267,2001,Tesla,Roadster,Grand Touring,Tesla_Roadster_2001_Grand Touring,400,672,131,99,AWD,Automatic,No,Electric
CAR003268,2009,Honda,Ridgeline,Sport,Honda_Ridgeline_2009_Sport,280,246,27,33,FWD,Automatic,No,Gasoline
CAR003269,2013,Audi,Q8,S,Audi_Q8_2013_S,549,562,33,35,AWD,Dual-Clutch,Yes,Hybrid
CAR003270,2007,Honda,Clarity,Signature,Honda_Clarity_2007_Signature,252,161,35,43,AWD,Automatic,Yes,Hybrid
CAR003271,2000,Nissan,Frontier,Touring,Nissan_Frontier_2000_Touring,250,159,21,25,RWD,Dual-Clutch,No,Gasoline
CAR003272,2017,BMW,1 Series,Limited,BMW_1 Series_2017_Limited,283,279,18,34,RWD,Automatic,No,Gasoline
CAR003273,2000,Ram,3500,Turbo,Ram_3500_2000_Turbo,520,411,19,15,RWD,Automatic,No,Gasoline
CAR003274,1996,Hyundai,Sonata,Sport,Hyundai_Sonata_1996_Sport,187,331,25,19,AWD,CVT,No,Gasoline
CAR003275,2000,Kia,Forte,XLE,Kia_Forte_2000_XLE,269,175,33,38,FWD,CVT,Yes,Hybrid
CAR003276,1995,Toyota,C-HR,Grand Touring,Toyota_C-HR_1995_Grand Touring,184,224,34,42,FWD,Automatic,Yes,Hybrid
CAR003277,2008,Ford,Transit,Touring,Ford_Transit_2008_Touring,315,593,24,29,RWD,Automatic,No,Gasoline
CAR003278,2017,Kia,Telluride,Premium,Kia_Telluride_2017_Premium,298,226,33,38,FWD,Automatic,No,Gasoline
CAR003279,2007,Subaru,BRZ,Grand Touring,Subaru_BRZ_2007_Grand Touring,233,278,28,22,RWD,Dual-Clutch,No,Gasoline
CAR003280,2018,BMW,X3,Touring,BMW_X3_2018_Touring,600,307,26,30,AWD,Automatic,Yes,Hybrid
CAR003281,1999,Lexus,UX,Touring,Lexus_UX_1999_Touring,347,258,26,37,RWD,Automatic,No,Gasoline
CAR003282,2015,Ford,Ranger,RS,Ford_Ranger_2015_RS,514,737,14,28,4WD,Automatic,No,Gasoline
CAR003283,2010,Chevrolet,Colorado,RS,Chevrolet_Colorado_2010_RS,543,392,19,18,4WD,Automatic,No,Gasoline
CAR003284,2004,BMW,X1,Premium,BMW_X1_2004_Premium,222,564,20,28,RWD,Automatic,No,Gasoline
CAR003285,1999,Toyota,Camry,L,Toyota_Camry_1999_L,290,294,33,41,FWD,CVT,Yes,Hybrid
CAR003286,2016,Tesla,Model S,XLE,Tesla_Model S_2016_XLE,545,543,123,116,AWD,Automatic,No,Electric
CAR003287,2012,BMW,i3,GT,BMW_i3_2012_GT,287,460,21,15,RWD,Automatic,No,Gasoline
CAR003288,2012,Mercedes-Benz,CLS,Limited,Mercedes-Benz_CLS_2012_Limited,283,610,16,29,RWD,Dual-Clutch,No,Gasoline
CAR003289,2021,Toyota,RAV4,Touring,Toyota_RAV4_2021_Touring,212,285,21,29,AWD,Automatic,No,Gasoline
CAR003290,2000,BMW,3 Series,Ultimate,BMW_3 Series_2000_Ultimate,586,374,16,30,AWD,Automatic,No,Gasoline
CAR003291,1995,Mazda,CX-9,Luxury,Mazda_CX-9_1995_Luxury,187,331,30,33,FWD,Dual-Clutch,No,Gasoline
CAR003292,2004,Hyundai,Sonata,Limited,Hyundai_Sonata_2004_Limited,220,207,27,30,FWD,Automatic,No,Gasoline
CAR003293,2004,Toyota,Prius,Limited,Toyota_Prius_2004_Limited,147,302,35,47,FWD,CVT,Yes,Hybrid
CAR003294,2016,Ford,Transit,Sport,Ford_Transit_2016_Sport,423,466,20,23,RWD,Automatic,No,Diesel
CAR003295,2007,Jeep,Compass,L,Jeep_Compass_2007_L,206,179,19,25,4WD,CVT,No,Gasoline
CAR003296,2008,Nissan,Murano,Convenience,Nissan_Murano_2008_Convenience,120,184,25,37,4WD,Manual,No,Gasoline
CAR003297,2012,Nissan,Pathfinder,Limited,Nissan_Pathfinder_2012_Limited,171,175,31,24,FWD,Manual,No,Gasoline
CAR003298,2013,Mercedes-Benz,GLC,Luxury,Mercedes-Benz_GLC_2013_Luxury,238,346,16,32,AWD,Automatic,No,Gasoline
CAR003299,1997,Lexus,LFA,Ultimate,Lexus_LFA_1997_Ultimate,184,350,22,36,FWD,Dual-Clutch,No,Gasoline
CAR003300,1995,Chevrolet,Silverado,Grand Touring,Chevrolet_Silverado_1995_Grand Touring,470,391,13,22,4WD,Automatic,No,Diesel
CAR003301,2000,Nissan,Rogue,Signature,Nissan_Rogue_2000_Signature,309,192,18,32,RWD,Manual,No,Diesel
CAR003302,2003,Hyundai,Sonata,Touring,Hyundai_Sonata_2003_Touring,197,274,42,33,AWD,CVT,Yes,Plug-in Hybrid
CAR003303,1995,Dodge,Challenger,AMG,Dodge_Challenger_1995_AMG,774,747,15,15,RWD,Automatic,No,Gasoline
CAR003304,2023,Volkswagen,Tiguan,Signature,Volkswagen_Tiguan_2023_Signature,326,260,24,23,AWD,Automatic,No,Gasoline
CAR003305,1999,BMW,X7,Black Label,BMW_X7_1999_Black Label,344,658,24,33,RWD,Automatic,No,Diesel
CAR003306,2006,Toyota,Tacoma,Premium,Toyota_Tacoma_2006_Premium,314,437,22,15,RWD,Automatic,No,Gasoline
CAR003307,1997,Toyota,Sequoia,SE,Toyota_Sequoia_1997_SE,279,232,33,35,FWD,Automatic,No,Gasoline
CAR003308,2019,Mercedes-Benz,C-Class,Limited,Mercedes-Benz_C-Class_2019_Limited,392,317,30,21,AWD,Automatic,No,Gasoline
CAR003309,2016,Ford,Ranger,LX,Ford_Ranger_2016_LX,370,358,22,33,4WD,Automatic,No,Gasoline
CAR003310,2005,Dodge,Durango,Signature,Dodge_Durango_2005_Signature,389,344,21,27,AWD,Manual,No,Gasoline
CAR003311,2017,Toyota,Prius,Limited,Toyota_Prius_2017_Limited,213,320,24,27,AWD,CVT,No,Gasoline
CAR003312,2005,Porsche,Boxster,Prestige,Porsche_Boxster_2005_Prestige,616,602,22,29,RWD,Automatic,No,Gasoline
CAR003313,2002,Toyota,Avalon,Signature,Toyota_Avalon_2002_Signature,259,219,44,44,FWD,CVT,Yes,Plug-in Hybrid
CAR003314,2020,Honda,Insight,Sport,Honda_Insight_2020_Sport,195,282,22,31,AWD,CVT,No,Gasoline
CAR003315,2007,Tesla,Roadster,AMG,Tesla_Roadster_2007_AMG,808,552,123,105,AWD,Automatic,No,Electric
CAR003316,2001,Chevrolet,Spark,Convenience,Chevrolet_Spark_2001_Convenience,468,395,22,26,RWD,Automatic,No,Gasoline
CAR003317,2018,Honda,Passport,LX,Honda_Passport_2018_LX,145,292,36,46,FWD,Automatic,Yes,Hybrid
CAR003318,2006,Subaru,BRZ,Platinum,Subaru_BRZ_2006_Platinum,195,245,26,24,FWD,Automatic,No,Gasoline
CAR003319,2000,Honda,Ridgeline,Premium,Honda_Ridgeline_2000_Premium,296,219,32,36,AWD,CVT,No,Gasoline
CAR003320,2001,Kia,Forte,LE,Kia_Forte_2001_LE,180,310,25,25,AWD,CVT,No,Gasoline
CAR003321,2003,Honda,HR-V,Touring,Honda_HR-V_2003_Touring,281,256,33,35,FWD,Automatic,No,Gasoline
CAR003322,1999,Toyota,Sequoia,Grand Touring,Toyota_Sequoia_1999_Grand Touring,171,217,30,37,AWD,CVT,Yes,Hybrid
CAR003323,2016,Mercedes-Benz,EQE,RS,Mercedes-Benz_EQE_2016_RS,521,652,31,33,RWD,Automatic,Yes,Hybrid
CAR003324,2018,Dodge,Charger,Turbo,Dodge_Charger_2018_Turbo,761,768,11,21,RWD,Automatic,No,Diesel
CAR003325,2005,Chevrolet,Traverse,M,Chevrolet_Traverse_2005_M,575,255,22,23,RWD,Automatic,No,Diesel
CAR003326,2000,Audi,A8,Black Label,Audi_A8_2000_Black Label,380,311,28,39,RWD,Automatic,Yes,Hybrid
CAR003327,1998,BMW,3 Series,Premium,BMW_3 Series_1998_Premium,579,350,16,23,AWD,Automatic,No,Gasoline
CAR003328,2023,Kia,Niro,Limited,Kia_Niro_2023_Limited,246,203,23,33,FWD,CVT,No,Diesel
CAR003329,1997,Audi,S3,Type R,Audi_S3_1997_Type R,599,413,21,17,AWD,Automatic,No,Gasoline
CAR003330,2024,Honda,Passport,Convenience,Honda_Passport_2024_Convenience,239,333,36,37,FWD,Automatic,Yes,Hybrid
CAR003331,2014,Chevrolet,Cruze,EX,Chevrolet_Cruze_2014_EX,341,241,19,28,RWD,Automatic,No,Gasoline
CAR003332,2011,BMW,4 Series,GT,BMW_4 Series_2011_GT,661,866,21,17,AWD,Dual-Clutch,No,Gasoline
CAR003333,1998,Hyundai,Elantra,Premium,Hyundai_Elantra_1998_Premium,260,330,33,37,FWD,Automatic,No,Gasoline
CAR003334,2003,Honda,Odyssey,LX,Honda_Odyssey_2003_LX,160,339,32,36,AWD,CVT,Yes,Hybrid
CAR003335,2000,Audi,S6,Platinum,Audi_S6_2000_Platinum,597,377,23,29,RWD,Automatic,Yes,Hybrid
CAR003336,1996,Kia,Rio,L,Kia_Rio_1996_L,157,218,33,38,FWD,CVT,No,Gasoline
CAR003337,1995,Chevrolet,Tahoe,Type R,Chevrolet_Tahoe_1995_Type R,299,611,12,20,AWD,Automatic,No,Gasoline
CAR003338,2021,Chevrolet,Corvette,Signature,Chevrolet_Corvette_2021_Signature,391,740,26,19,AWD,Manual,No,Gasoline
CAR003339,2023,Mazda,CX-9,Platinum,Mazda_CX-9_2023_Platinum,197,288,27,34,AWD,CVT,No,Gasoline
CAR003340,2013,Kia,K5,Limited,Kia_K5_2013_Limited,286,305,28,39,FWD,Automatic,No,Diesel
CAR003341,2001,Audi,A6,Platinum,Audi_A6_2001_Platinum,335,680,26,39,AWD,Automatic,Yes,Hybrid
CAR003342,2000,Chrysler,Town & Country,Sport,Chrysler_Town & Country_2000_Sport,260,210,19,24,AWD,Manual,No,Gasoline
CAR003343,2020,Nissan,Maxima,LE,Nissan_Maxima_2020_LE,236,141,30,32,RWD,Manual,No,Gasoline
CAR003344,2009,Honda,Insight,Platinum,Honda_Insight_2009_Platinum,248,260,33,39,AWD,CVT,Yes,Plug-in Hybrid
CAR003345,2016,BMW,3 Series,Exclusive,BMW_3 Series_2016_Exclusive,298,499,23,27,AWD,Automatic,No,Gasoline
CAR003346,2022,Jeep,Compass,Platinum,Jeep_Compass_2022_Platinum,317,238,32,38,RWD,Automatic,Yes,Hybrid
CAR003347,2010,Toyota,4Runner,SE,Toyota_4Runner_2010_SE,231,182,39,44,FWD,Automatic,Yes,Plug-in Hybrid
CAR003348,2001,Chevrolet,Tahoe,Sport,Chevrolet_Tahoe_2001_Sport,452,430,15,15,RWD,Automatic,No,Gasoline
CAR003349,2020,Tesla,Model Y,RS,Tesla_Model Y_2020_RS,713,587,102,100,AWD,Automatic,No,Electric
CAR003350,2021,Ford,Fusion,L,Ford_Fusion_2021_L,452,588,19,34,4WD,Automatic,No,Gasoline
CAR003351,2004,Lexus,ES,M,Lexus_ES_2004_M,159,271,21,18,RWD,Dual-Clutch,No,Gasoline
CAR003352,2012,Tesla,Model S,S,Tesla_Model S_2012_S,480,544,139,116,RWD,Automatic,No,Electric
CAR003353,1996,Nissan,Sentra,Limited,Nissan_Sentra_1996_Limited,248,252,21,25,RWD,Dual-Clutch,No,Gasoline
CAR003354,2004,Volkswagen,Passat,SE,Volkswagen_Passat_2004_SE,200,358,19,33,FWD,Manual,No,Gasoline
CAR003355,2003,Volkswagen,Taos,Premium,Volkswagen_Taos_2003_Premium,228,318,18,30,RWD,CVT,No,Diesel
CAR003356,2021,Chevrolet,Silverado,GT,Chevrolet_Silverado_2021_GT,678,476,16,18,RWD,Automatic,No,Gasoline
CAR003357,1999,Mazda,CX-9,LX,Mazda_CX-9_1999_LX,215,259,26,23,RWD,CVT,No,Gasoline
CAR003358,2023,Volkswagen,Atlas,Premium,Volkswagen_Atlas_2023_Premium,308,313,30,40,RWD,CVT,Yes,Hybrid
CAR003359,2022,Kia,Telluride,LE,Kia_Telluride_2022_LE,242,340,33,37,AWD,CVT,No,Gasoline
CAR003360,2020,Audi,A6,Grand Touring,Audi_A6_2020_Grand Touring,464,462,31,30,AWD,Automatic,No,Gasoline
CAR003361,2005,Ford,Transit,Touring,Ford_Transit_2005_Touring,444,301,18,20,RWD,Automatic,No,Gasoline
CAR003362,2010,Toyota,Land Cruiser,Convenience,Toyota_Land Cruiser_2010_Convenience,243,195,23,29,FWD,Automatic,No,Diesel
CAR003363,2023,Mercedes-Benz,E-Class,Sport,Mercedes-Benz_E-Class_2023_Sport,559,823,25,26,AWD,Automatic,No,Gasoline
CAR003364,2000,Chevrolet,Traverse,Limited,Chevrolet_Traverse_2000_Limited,386,521,18,22,RWD,Automatic,No,Gasoline
CAR003365,2016,Mazda,CX-9,Premium,Mazda_CX-9_2016_Premium,209,379,29,25,FWD,Manual,No,Gasoline
CAR003366,2010,Mercedes-Benz,E-Class,Grand Touring,Mercedes-Benz_E-Class_2010_Grand Touring,592,571,19,25,AWD,Manual,No,Gasoline
CAR003367,2018,Mercedes-Benz,GLS,M,Mercedes-Benz_GLS_2018_M,482,763,12,26,RWD,Manual,No,Gasoline
CAR003368,1995,Honda,Insight,Sport,Honda_Insight_1995_Sport,197,306,28,26,FWD,Automatic,No,Gasoline
CAR003369,2019,Porsche,Cayman,Touring,Porsche_Cayman_2019_Touring,653,649,13,23,RWD,Automatic,No,Gasoline
CAR003370,1996,BMW,X1,Grand Touring,BMW_X1_1996_Grand Touring,280,313,18,34,AWD,Automatic,No,Gasoline
CAR003371,2006,Kia,Forte,Luxury,Kia_Forte_2006_Luxury,217,191,24,38,FWD,CVT,No,Diesel
CAR003372,2020,Toyota,Avalon,EX,Toyota_Avalon_2020_EX,297,324,26,28,AWD,CVT,No,Diesel
CAR003373,2014,BMW,4 Series,Grand Touring,BMW_4 Series_2014_Grand Touring,563,266,17,34,RWD,Automatic,No,Gasoline
CAR003374,2021,Honda,Fit,Sport,Honda_Fit_2021_Sport,221,343,22,30,AWD,CVT,No,Gasoline
CAR003375,2015,Nissan,Frontier,LX,Nissan_Frontier_2015_LX,141,212,31,33,AWD,Automatic,No,Gasoline
CAR003376,2010,Jeep,Renegade,SE,Jeep_Renegade_2010_SE,262,299,29,33,FWD,Dual-Clutch,Yes,Hybrid
CAR003377,2004,Porsche,Cayman,M,Porsche_Cayman_2004_M,819,745,10,15,RWD,Dual-Clutch,No,Gasoline
CAR003378,1997,Kia,EV6,SE,Kia_EV6_1997_SE,180,277,23,26,AWD,CVT,No,Diesel
CAR003379,1998,Tesla,Model Y,Grand Touring,Tesla_Model Y_1998_Grand Touring,570,408,144,120,RWD,Automatic,No,Electric
CAR003380,2003,Mazda,Mazda3,Premium,Mazda_Mazda3_2003_Premium,232,195,31,32,4WD,Manual,No,Gasoline
CAR003381,2023,Subaru,Legacy,EX,Subaru_Legacy_2023_EX,242,211,31,25,RWD,Dual-Clutch,No,Diesel
CAR003382,2023,Ford,Maverick,Signature,Ford_Maverick_2023_Signature,261,414,18,27,AWD,Automatic,No,Gasoline
CAR003383,2023,Chevrolet,Colorado,GT,Chevrolet_Colorado_2023_GT,321,725,12,28,4WD,Automatic,No,Gasoline
CAR003384,2012,Nissan,Maxima,Premium,Nissan_Maxima_2012_Premium,170,203,26,39,AWD,Dual-Clutch,Yes,Hybrid
CAR003385,2009,Chevrolet,Corvette,M,Chevrolet_Corvette_2009_M,494,785,17,15,RWD,Automatic,No,Gasoline
CAR003386,2024,BMW,X1,M,BMW_X1_2024_M,284,455,17,18,AWD,Manual,No,Gasoline
CAR003387,1996,Ford,Expedition,L,Ford_Expedition_1996_L,206,372,28,34,RWD,Automatic,No,Gasoline
CAR003388,2014,Audi,A3,Luxury,Audi_A3_2014_Luxury,339,506,21,27,AWD,Automatic,No,Gasoline
CAR003389,2018,Ford,Explorer,Limited,Ford_Explorer_2018_Limited,423,532,22,21,AWD,Manual,No,Gasoline
CAR003390,1996,Honda,Pilot,Luxury,Honda_Pilot_1996_Luxury,208,237,20,25,FWD,Automatic,No,Diesel
CAR003391,2013,Porsche,Macan,XLE,Porsche_Macan_2013_XLE,505,646,15,24,AWD,Dual-Clutch,No,Gasoline
CAR003392,2002,Volkswagen,Tiguan,LX,Volkswagen_Tiguan_2002_LX,163,398,26,27,FWD,Dual-Clutch,No,Gasoline
CAR003393,2013,Jeep,Grand Cherokee,L,Jeep_Grand Cherokee_2013_L,145,174,33,43,FWD,Manual,Yes,Hybrid
CAR003394,2020,Jeep,Wagoneer,LE,Jeep_Wagoneer_2020_LE,347,165,31,39,FWD,CVT,No,Gasoline
CAR003395,1997,Volkswagen,Jetta,SE,Volkswagen_Jetta_1997_SE,120,146,19,27,4WD,Automatic,No,Gasoline
CAR003396,2006,Chrysler,300,Platinum,Chrysler_300_2006_Platinum,228,194,28,22,4WD,Dual-Clutch,No,Gasoline
CAR003397,2022,Subaru,STI,XLE,Subaru_STI_2022_XLE,306,174,20,29,FWD,Automatic,No,Diesel
CAR003398,1998,Toyota,Corolla,LX,Toyota_Corolla_1998_LX,232,292,22,36,AWD,CVT,No,Gasoline
CAR003399,2005,Hyundai,Santa Fe,Grand Touring,Hyundai_Santa Fe_2005_Grand Touring,207,191,28,35,AWD,Automatic,No,Gasoline
CAR003400,2004,Toyota,Highlander,XLE,Toyota_Highlander_2004_XLE,264,234,37,33,FWD,Automatic,Yes,Hybrid
CAR003401,2014,Porsche,911,RS,Porsche_911_2014_RS,863,746,17,15,RWD,Manual,No,Gasoline
CAR003402,1997,Lexus,NX,AMG,Lexus_NX_1997_AMG,273,192,21,23,RWD,Dual-Clutch,No,Diesel
CAR003403,2014,Toyota,RAV4,Limited,Toyota_RAV4_2014_Limited,225,247,29,21,FWD,CVT,No,Gasoline
CAR003404,1998,Volkswagen,Arteon,Platinum,Volkswagen_Arteon_1998_Platinum,304,220,39,33,4WD,Dual-Clutch,Yes,Hybrid
CAR003405,2016,Hyundai,Veloster,LX,Hyundai_Veloster_2016_LX,270,341,34,37,FWD,CVT,No,Gasoline
CAR003406,2008,Audi,RS3,XLE,Audi_RS3_2008_XLE,508,678,17,29,AWD,Automatic,No,Gasoline
CAR003407,2007,Chevrolet,Tahoe,LX,Chevrolet_Tahoe_2007_LX,214,515,16,33,AWD,Automatic,No,Gasoline
CAR003408,2008,Chevrolet,Colorado,Limited,Chevrolet_Colorado_2008_Limited,379,375,16,20,4WD,Automatic,No,Gasoline
CAR003409,2006,Audi,A8,Luxury,Audi_A8_2006_Luxury,566,278,17,29,AWD,Manual,No,Gasoline
CAR003410,2021,Honda,HR-V,SE,Honda_HR-V_2021_SE,272,290,23,29,FWD,Automatic,No,Gasoline
CAR003411,2017,Subaru,Crosstrek,Signature,Subaru_Crosstrek_2017_Signature,286,212,40,43,FWD,Automatic,Yes,Hybrid
CAR003412,2023,Kia,Forte,Luxury,Kia_Forte_2023_Luxury,194,303,35,42,FWD,CVT,No,Gasoline
CAR003413,2004,Volkswagen,Tiguan,LX,Volkswagen_Tiguan_2004_LX,330,412,20,25,AWD,Manual,No,Diesel
CAR003414,2012,Nissan,Frontier,Luxury,Nissan_Frontier_2012_Luxury,326,191,36,42,AWD,Automatic,Yes,Plug-in Hybrid
CAR003415,1997,Audi,S4,Luxury,Audi_S4_1997_Luxury,571,680,23,27,RWD,Dual-Clutch,No,Gasoline
CAR003416,2009,Ram,3500,Luxury,Ram_3500_2009_Luxury,273,434,24,28,RWD,Automatic,No,Gasoline
CAR003417,2018,BMW,X6,Exclusive,BMW_X6_2018_Exclusive,441,754,21,30,AWD,Automatic,No,Gasoline
CAR003418,1999,Jeep,Grand Wagoneer,Grand Touring,Jeep_Grand Wagoneer_1999_Grand Touring,254,390,19,23,FWD,CVT,No,Gasoline
CAR003419,2015,Jeep,Wagoneer,Grand Touring,Jeep_Wagoneer_2015_Grand Touring,317,266,20,24,RWD,CVT,No,Gasoline
CAR003420,2010,Subaru,Forester,L,Subaru_Forester_2010_L,157,391,33,28,RWD,Dual-Clutch,Yes,Hybrid
CAR003421,1997,Nissan,Altima,Touring,Nissan_Altima_1997_Touring,269,162,31,33,RWD,Manual,No,Gasoline
CAR003422,2018,Mercedes-Benz,GLC,Prestige,Mercedes-Benz_GLC_2018_Prestige,388,489,22,26,RWD,Dual-Clutch,No,Gasoline
CAR003423,1996,Chevrolet,Equinox,LE,Chevrolet_Equinox_1996_LE,484,342,25,30,RWD,Manual,Yes,Hybrid
CAR003424,1998,Mercedes-Benz,EQS,Premium,Mercedes-Benz_EQS_1998_Premium,522,599,28,28,RWD,Automatic,No,Gasoline
CAR003425,1997,Tesla,Model S,Premium,Tesla_Model S_1997_Premium,671,710,149,106,AWD,Automatic,No,Electric
CAR003426,2002,Nissan,Rogue,XLE,Nissan_Rogue_2002_XLE,307,164,28,29,RWD,Dual-Clutch,No,Gasoline
CAR003427,2015,Subaru,Forester,LX,Subaru_Forester_2015_LX,289,148,28,33,4WD,Dual-Clutch,Yes,Hybrid
CAR003428,1995,Chrysler,300,Limited,Chrysler_300_1995_Limited,335,183,28,28,AWD,Dual-Clutch,No,Gasoline
CAR003429,2001,Mazda,CX-9,Platinum,Mazda_CX-9_2001_Platinum,333,302,30,28,4WD,Dual-Clutch,No,Diesel
CAR003430,2017,Volkswagen,Touareg,EX,Volkswagen_Touareg_2017_EX,143,226,31,27,FWD,CVT,No,Gasoline
CAR003431,2022,Chevrolet,Cruze,SE,Chevrolet_Cruze_2022_SE,384,477,30,35,RWD,Automatic,No,Gasoline
CAR003432,2005,Kia,Niro,Platinum,Kia_Niro_2005_Platinum,223,273,27,36,AWD,CVT,No,Gasoline
CAR003433,2023,Chrysler,200,Grand Touring,Chrysler_200_2023_Grand Touring,339,279,24,26,RWD,CVT,No,Gasoline
CAR003434,2023,Audi,e-tron,Black Label,Audi_e-tron_2023_Black Label,640,470,31,27,RWD,Manual,No,Gasoline
CAR003435,1999,BMW,X5,Touring,BMW_X5_1999_Touring,484,631,24,22,AWD,Dual-Clutch,No,Gasoline
CAR003436,2015,Chevrolet,Cruze,S,Chevrolet_Cruze_2015_S,263,208,24,28,4WD,Automatic,No,Gasoline
CAR003437,2019,Chevrolet,Cruze,Luxury,Chevrolet_Cruze_2019_Luxury,457,392,16,31,4WD,Automatic,No,Gasoline
CAR003438,1999,Honda,Clarity,Convenience,Honda_Clarity_1999_Convenience,257,233,38,36,FWD,CVT,Yes,Hybrid
CAR003439,2021,Chevrolet,Camaro,S,Chevrolet_Camaro_2021_S,665,704,20,25,AWD,Automatic,No,Gasoline
CAR003440,2014,Audi,RS3,Luxury,Audi_RS3_2014_Luxury,377,521,20,25,RWD,Manual,No,Gasoline
CAR003441,1999,Chevrolet,Corvette,M,Chevrolet_Corvette_1999_M,570,773,16,17,AWD,Manual,No,Gasoline
CAR003442,2005,Jeep,Renegade,SE,Jeep_Renegade_2005_SE,176,289,29,24,AWD,Manual,No,Gasoline
CAR003443,2021,Subaru,BRZ,Premium,Subaru_BRZ_2021_Premium,286,196,28,35,RWD,Manual,No,Gasoline
CAR003444,2001,Mercedes-Benz,CLS,GT,Mercedes-Benz_CLS_2001_GT,760,763,15,27,AWD,Automatic,No,Gasoline
CAR003445,2004,Ram,2500,Touring,Ram_2500_2004_Touring,582,401,22,20,RWD,Automatic,No,Gasoline
CAR003446,2015,Nissan,Murano,LX,Nissan_Murano_2015_LX,246,395,28,38,4WD,Automatic,No,Gasoline
CAR003447,2024,Audi,A4,Black Label,Audi_A4_2024_Black Label,287,348,28,33,RWD,Automatic,No,Gasoline
CAR003448,2006,Honda,Ridgeline,S,Honda_Ridgeline_2006_S,182,345,36,33,FWD,CVT,Yes,Hybrid
CAR003449,2002,Toyota,Tacoma,Signature,Toyota_Tacoma_2002_Signature,529,572,20,17,RWD,Automatic,No,Gasoline
CAR003450,2022,Chevrolet,Equinox,SE,Chevrolet_Equinox_2022_SE,474,453,17,34,RWD,Automatic,No,Diesel
CAR003451,2003,Kia,Carnival,Grand Touring,Kia_Carnival_2003_Grand Touring,278,255,21,38,FWD,Automatic,No,Gasoline
CAR003452,2020,Subaru,Legacy,XLE,Subaru_Legacy_2020_XLE,285,151,31,28,FWD,Automatic,No,Diesel
CAR003453,2002,Audi,A6,Black Label,Audi_A6_2002_Black Label,597,609,20,32,AWD,Dual-Clutch,No,Gasoline
CAR003454,2000,Porsche,Taycan,Signature,Porsche_Taycan_2000_Signature,396,262,27,31,AWD,Automatic,No,Gasoline
CAR003455,2016,Chevrolet,Cruze,Type R,Chevrolet_Cruze_2016_Type R,356,692,13,26,4WD,Automatic,No,Gasoline
CAR003456,2014,Ford,Escape,Premium,Ford_Escape_2014_Premium,445,225,23,32,RWD,Automatic,No,Diesel
CAR003457,2015,Chevrolet,Spark,LX,Chevrolet_Spark_2015_LX,474,581,19,30,AWD,Automatic,No,Gasoline
CAR003458,2001,Audi,Q5,Black Label,Audi_Q5_2001_Black Label,341,695,18,20,AWD,Automatic,No,Gasoline
CAR003459,1998,Toyota,Prius,Luxury,Toyota_Prius_1998_Luxury,167,246,37,46,AWD,Automatic,Yes,Hybrid
CAR003460,2020,Chevrolet,Suburban,Limited,Chevrolet_Suburban_2020_Limited,410,197,18,30,4WD,Automatic,No,Gasoline
CAR003461,2017,Ram,3500,S,Ram_3500_2017_S,354,468,20,27,4WD,Automatic,No,Gasoline
CAR003462,1997,Porsche,Cayenne,S,Porsche_Cayenne_1997_S,349,349,28,21,AWD,Automatic,No,Gasoline
CAR003463,2015,Mercedes-Benz,GLS,XLE,Mercedes-Benz_GLS_2015_XLE,315,482,25,24,AWD,Automatic,No,Gasoline
CAR003464,2000,Lexus,LC,Sport,Lexus_LC_2000_Sport,419,355,15,28,AWD,CVT,No,Gasoline
CAR003465,2020,Nissan,Rogue,Premium,Nissan_Rogue_2020_Premium,252,212,25,34,AWD,Automatic,No,Gasoline
CAR003466,2002,Porsche,Cayenne,Touring,Porsche_Cayenne_2002_Touring,417,602,29,40,AWD,Automatic,Yes,Hybrid
CAR003467,2022,Nissan,Murano,S,Nissan_Murano_2022_S,298,342,20,39,AWD,CVT,No,Gasoline
CAR003468,2019,Mercedes-Benz,S-Class,Prestige,Mercedes-Benz_S-Class_2019_Prestige,553,528,24,30,AWD,Automatic,No,Gasoline
CAR003469,2019,Honda,HR-V,Touring,Honda_HR-V_2019_Touring,239,260,27,29,FWD,CVT,No,Gasoline
CAR003470,2011,Kia,Rio,S,Kia_Rio_2011_S,251,274,39,45,FWD,Automatic,Yes,Hybrid
CAR003471,2024,Toyota,Highlander,LX,Toyota_Highlander_2024_LX,227,334,40,44,AWD,Automatic,Yes,Hybrid
CAR003472,2005,Mercedes-Benz,A-Class,Prestige,Mercedes-Benz_A-Class_2005_Prestige,423,343,26,28,AWD,Automatic,No,Diesel
